Tag,Path,Mode,Methods,Description
POST,/POST/TABLE,BEAMSTRESSDETAIL,POST,"Beam Stress (Equivalent) - Analysis Result Table"
POST,/POST/TABLE,BEAMSTRESSPSC,POST,"Beam Stress (PSC) - Analysis Result Table"
POST,/POST/TABLE,PLATEFORCEL,POST,"Plate Force (Local) - Analysis Result Table"
POST,/POST/TABLE,PLATEFORCEG,POST,"Plate Force (Global) - Analysis Result Table"
POST,/POST/TABLE,PLATEFORCEUL,POST,"Plate Force (Unit Length) - Analysis Result Table"
POST,/POST/TABLE,PLATESTRESSL,POST,"Plate Stress (Local) - Analysis Result Table"
POST,/POST/TABLE,PLATESTRESSG,POST,"Plate Stress (Global) - Analysis Result Table"
POST,/POST/TABLE,PLATESTRAINTL,POST,"Plate Strain (Local) - Analysis Result Table"
POST,/POST/TABLE,PLATESTRAINTG,POST,"Plate Strain (Global) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRESSFL,POST,"Plane Force (Local) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRESSFG,POST,"Plane Force (Global) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRESSSL,POST,"Plane Stress (Local) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRESSSG,POST,"Plane Stress (Global) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRAINFL,POST,"Plane Strain Force (Local) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRAINFG,POST,"Plane Strain Force (Global) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRAINSL,POST,"Plane Strain Stress (Local) - Analysis Result Table"
POST,/POST/TABLE,PLANESTRAINSG,POST,"Plane Strain Stress (Global) - Analysis Result Table"
POST,/POST/TABLE,AXISYMMETRICFL,POST,"Axisymmetric Force (Local) - Analysis Result Table"
POST,/POST/TABLE,AXISYMMETRICFG,POST,"Axisymmetric Force (Global) - Analysis Result Table"
POST,/POST/TABLE,AXISYMMETRICSL,POST,"Axisymmetric Stress (Local) - Analysis Result Table"
POST,/POST/TABLE,AXISYMMETRICSG,POST,"Axisymmetric Stress (Global) - Analysis Result Table"
POST,/POST/TABLE,SOLIDFL,POST,"Solid Force (Local) - Analysis Result Table"
POST,/POST/TABLE,SOLIDFG,POST,"Solid Force (Global) - Analysis Result Table"
POST,/POST/TABLE,SOLIDSL,POST,"Solid Stress (Local) - Analysis Result Table"
POST,/POST/TABLE,SOLIDSG,POST,"Solid Stress (Global) - Analysis Result Table"
POST,/POST/TABLE,SOLID_LOCA_TOTAL_STRAIN,POST,"Solid Strain (Local) - Analysis Result Table"
POST,/POST/TABLE,SOLID_GLOB_TOTAL_STRAIN,POST,"Solid Strain (Global) - Analysis Result Table"
POST,/POST/TABLE,ELASTICLINK,POST,"Elastic Link - Analysis Result Table"
POST,/POST/TABLE,GENERAL_LINK_FORCE,POST,"General Link - Analysis Result Table"
POST,/POST/TABLE,RESULTANT_FORCES,POST,"Resultant Forces - Analysis Result Table"
POST,/POST/TABLE,EIGENVALUEMODE,POST,"Vibration Mode Shape - Analysis Result Table"
POST,/POST/TABLE,BUCKLINGMODE,POST,"Buckling Mode Shape - Analysis Result Table"
POST,/POST/TABLE,EFFECTIVE_LENGTH_TRUSS,POST,"Effective Span Length - Analysis Result Table"
POST,/POST/TABLE,RS_NODAL_INERTIA,POST,"Nodal Results of RS - Analysis Result Table"
POST,/POST/TABLE,TNDN_COORDINATES,POST,"Tendon Coordinates - Analysis Result Table"
POST,/POST/TABLE,TNDN_ELONGATION,POST,"Tendon Elongation - Analysis Result Table"
POST,/POST/TABLE,TNDN_ARRANGEMENT,POST,"Tendon Arrangement - Analysis Result Table"
POST,/POST/TABLE,TNDN_LOSS_STRESS,POST,"Tendon Loss - Analysis Result Table"
POST,/POST/TABLE,TNDN_WEIGHT_PROFILE,POST,"Tendon Weight - Analysis Result Table"
POST,/POST/TABLE,TNDN_STRS_LIMIT_CHECK,POST,"Tendon Stress Limit Check - Analysis Result Table"
POST,/POST/TABLE,TNDN_APPROX_LOSS_STRESS,POST,"Tendon Approximate Loss - Analysis Result Table"
POST,/POST/TABLE,COMPSECTBEAMFORCE,POST,"Composite Section for C.S. (Force and Stress) - Analysis Result Table"
POST,/POST/TABLE,SELF_CONST_BEAM_FORCE,POST,"Composite Section for C.S. (Self-Constraint Force and Stress) - Analysis Result Table"
POST,/POST/TABLE,ELEM_PROP_EACH_STAGE,POST,"Element Properties at Each Stage - Analysis Result Table"
POST,/POST/TABLE,SECT_PROP_LAST_STAGE,POST,"Beam Section Properties at Last Stage - Analysis Result Table"
POST,/POST/TABLE,LACK_OF_FIT_FORCE_TRUSS,POST,"Lack of Fit Force (Truss) - Analysis Result Table"
POST,/POST/TABLE,LACK_OF_FIT_FORCE_BEAM,POST,"Lack of Fit Force (Beam) - Analysis Result Table"
POST,/POST/TABLE,LACK_OF_FIT_FORCE_PLATE,POST,"Lack of Fit Force (Plate) - Analysis Result Table"
POST,/POST/TABLE,EQUILIBRIUM_ELEM_FORCE,POST,"Equilibrium Element Nodal Force - Analysis Result Table"
POST,/POST/TABLE,INITIAL_ELEM_FORCE,POST,"Initial Element Force - Analysis Result Table"
POST,/POST/TABLE,WALL_FORCE_MOMENT,POST,"Wall Force - Analysis Result Table"
POST,/POST/TABLE,STORY_DRIFT_X,POST,"Story Drift(X,Y,Combine) - Story Result Table"
POST,/POST/TABLE,STORY_DISPLACEMENT_X,POST,"Story Displacement(X,Y,Combined) - Story Result Table"
POST,/POST/TABLE,STORY_SHEAR_FOR_RS,POST,"Story Shear Force(R.S.Analysis) - Story Result Table"
POST,/POST/TABLE,STORY_SHEAR_FORCE_COEFFICIENT,POST,"Story Shear Force Coefficient(R.S.Analysis) - Story Result Table"
POST,/POST/TABLE,STORY_MODE_SHAPE,POST,"Story Mode Shape - Story Result Table"
POST,/POST/TABLE,STORY_SHEAR_FORCE_RATIO,POST,"Story Shear Force Ratio - Story Result Table"
POST,/POST/TABLE,STORY_ECNTRICITY,POST,"Story Eccentricity - Story Result Table"
POST,/POST/TABLE,OVERTURNING_MOMENT,POST,"Overturning Moment - Story Result Table"
POST,/POST/TABLE,STORY_AXIAL_FORCE_SUM,POST,"Story Axial Force Sum - Story Result Table"
POST,/POST/TABLE,STORY_STABILITY_COEFFICIENT_X,POST,"Story Stability Coefficient - Story Result Table"
POST,/POST/TABLE,TORSIONAL_IRRGULARITY_X,POST,"Torsional Irregularity Check - Story Result Table"
POST,/POST/TABLE,TORSIONAL_AMPLIFICATION_FACTOR_X,POST,"Torsional Amplification Factor - Story Result Table"
POST,/POST/TABLE,STIFFNESS_IRREGULARITY_X,POST,"Stiffness Irregularity Check (Soft Story) - Story Result Table"
POST,/POST/TABLE,CAPACITY_IRREGULARITY,POST,"Capacity Irregularity Check(Weak Story) - Story Result Table"
POST,/POST/TABLE,CRITERIA_FOR_REGULARITY_IN_PLAN,POST,"Criteria for Regularity in Plan - Story Result Table"
POST,/POST/TABLE,ULTIMATE_STORY_SHEAR_FORCE_CHECK,POST,"Ultimate Story Shear For Check - Story Result Table"
POST,/POST/TABLE,THISDISPLACEMENT,POST,"Displacement/Velocity/Acceleration - TH Result Table"
POST,/POST/TABLE,THISBEAMFORCE,POST,"Beam Force - TH Result Table"
POST,/POST/TABLE,THISTRUSSFORCE,POST,"Truss Force - TH Result Table"
POST,/POST/TABLE,THISGLINKFORCE,POST,"General Link - TH Result Table"
POST,/POST/TABLE,IEHG_EVENT_TIME_LUMPED,POST,"Inelastic Hinge Event Time - TH Result Table"
POST,/POST/TABLE,IEHG_BEAM_SUM_DX,POST,"Inelastic Hinge Beam Summary - TH Result Table"
POST,/POST/TABLE,IEHG_TRUSS_SUM_DX,POST,"Inelastic Hinge Truss Summary - TH Result Table"
POST,/POST/TABLE,IEHG_GL_LINK_SUM_DX,POST,"Inelastic Hinge General Link Summary - TH Result Table"
POST,/POST/TABLE,IEHG_FORCE_LUMPED,POST,"Inelastic Hinge Force - TH Result Table"
POST,/POST/TABLE,IEHG_DEFORM_LUMPED,POST,"Inelastic Hinge Deformation - TH Result Table"
POST,/POST/TABLE,IEHG_ELEM_ROT_BEAM,POST,"Inelastic Hinge Element Rotation - TH Result Table"
POST,/POST/TABLE,IEHG_DUCT_D1_LUMPED,POST,"Inelastic Hinge Ductility Factor(D/D1) - TH Result Table"
POST,/POST/TABLE,IEHG_DUCT_D2_LUMPED,POST,"Inelastic Hinge Ductility Factor(D/D2) - TH Result Table"
POST,/POST/TABLE,FIBR_YILEDSTRENGTH,POST,"Fiber Section Estimate Yield Strength - TH Result Table"
POST,/POST/TABLE,FIBR_ELASTREMAIN,POST,"Fiber Section Elastic Modulus Retention Rate - TH Result Table"
POST,/POST/TABLE,FIBR_MAXCONTRACT,POST,"Fiber Section Maximum Strain of The Cell - TH Result Table"
POST,/POST/TABLE,FIBR_EVENTSTEP,POST,"Fiber Section Event Step - TH Result Table"
POST,/POST/TABLE,FIBR_MEANCOMPCONTRACT,POST,"Fiber Section Average Compression Strain - TH Result Table"
POST,/POST/TABLE,HEAT_HYDR_STRESS_L,POST,"Stress - HY Result Table"
POST,/POST/TABLE,HEAT_HYDR_TEMPERATURE,POST,"Temperature - HY Result Table"
POST,/POST/TABLE,HEAT_HYDR_DISPLACEMENT,POST,"Displacement - HY Result Table"
POST,/POST/TABLE,HEAT_HYDR_TENS_STRESS,POST,"Tensile Stress - HY Result Table"
POST,/POST/TABLE,HEAT_HYDR_PIPE_NODE_TEMP,POST,"Pipe Cooling Nodal Temperature - HY Result Table"
POST,/POST/TABLE,BEAMDESIGNFORCES,POST,"Concrete Design - Beam Design Forces"
POST,/POST/TABLE,COLUMNDESIGNFORCES,POST,"Concrete Design - Column Design Forces"
POST,/POST/TABLE,BRACEDESIGNFORCES,POST,"Concrete Design - Brace Design Forces"
POST,/POST/TABLE,WALLDESIGNFORCES,POST,"Concrete Design - Wall Design Forces"
POST,/POST/TABLE,STEELMEMBERDESIGNFORCES,POST,"Steel Design - Steel Member Design Forces"
POST,/POST/TABLE,SRCBEAMDESIGNFORCES,POST,"SRC Design - SRC Beam Design Forces"
POST,/POST/TABLE,SRCCOLUMNDESIGNFORCES,POST,"SRC Design - SRC Column Design Forces"
POST,/POST/TABLE,COLDFORMEDSTEELMEMBERDESIGNFORCES,POST,"Cold Formed Design - Cold Formed Steel Member Design Forces"
